origin_data_source_category_id,target_data_source_category_id
1003975229,684889
1003975219,684885
1003538299,625828
1003538289,625824
1003537159,622106
1006460491,816896
1006460551,816936
1006460521,816951
1006460501,816911
1006460451,818543
1006460531,816891
1006460571,818538
1006460461,816931
1006460541,816921
1006460431,816916
1008822351,925608
1008822361,925629
1008822341,925639
1008822381,925644
1014792791,1085855
1010676331,976037
1010676281,976041
1013627921,1074411
1013627951,1074414
1013627981,1074408
1013627821,1074413
1013627891,1074410
1013627851,1074412
1013627911,1074418
1013627871,1074415
1011641221,1026025
1003583779,678136
1007721421,882401
1003589019,560413
1007721261,882320
1003586779,677576
1007856491,882291
1007651151,677572
1011373901,817029
1013710341,817028
1004936839,460496
1003584689,678326
1007674331,882439
1007711951,678322
1003543719,417764
1003540149,328022
1003548639,563283
1007674381,882461
1003588389,689029
1007761371,882839
1003589509,688344
1003583789,678041
1007781131,882382
1004938019,627187
1003582989,690633
1003587879,678591
1007764901,678587
1003548379,554914
1003548369,554910
1003585699,688279
1007761461,882884
1003542629,404789
1003542619,404788
1003585619,690513
1007761481,677047
1007650871,882860
1007720921,690594
1007833171,687774
1003548499,558080
1014046851,511631
1013717011,511627
1004937279,619241
1003544609,421298
1003548799,575028
1003548789,575024
1004937219,575019
1007761491,677092
1006460481,818538
1012443181,1053645
1012445441,767391
1012445341,767396
1012447561,1053676
1012444511,767539
1005299989,746104
1005300299,746201
1005299899,746185
1005300009,746122
1012443241,1053621
1012445681,746121
1012445381,754741
1005299919,746192
