origin_data_source_category_id,target_data_source_category_id
1013583801,1071979
1013708411,1076281
1013697861,1071978
1013583831,1071982
1013702801,1076282
1013697901,1071981
1013583811,1071985
1013703811,1076061
1013697871,1071984
1013583841,1071988
1013702841,1076283
1013697891,1071987
1013583821,1071991
1013709641,1076062
1013697881,1071990
1013583851,1071994
1013708441,1076284
1013697751,1071993
1013583651,1072000
1013709631,1076064
1013697711,1071999
1013583711,1072006
1013702761,1076285
1013697841,1072005
1013583661,1072009
1013702731,1076286
1013697721,1072008
1013583671,1072016
1013703871,1076067
1013697771,1072015
1013583771,1072019
1013708361,1076287
1013697801,1072018
1013583681,1072022
1013709671,1076068
1013697781,1072021
1013583781,1072025
1013703831,1076069
1013697811,1072024
1013583731,1072028
1013709481,1076070
1013697731,1072027
1013583791,1072031
1013709571,1076071
1013697821,1072030
1013583691,1072037
1013708381,1076288
1013697791,1072036
1013583751,1072040
1013703881,1076073
1013697661,1072039
1013583501,1072043
1013708341,1076289
1013697621,1072042
1013583561,1072049
1013702771,1076291
1013697561,1072048
1013583611,1072046
1013708451,1076290
1013697671,1072045
1013583621,1072052
1013709601,1076074
1013697681,1072051
1013583511,1072058
1013702741,1076292
1013697631,1072057
1013585681,1072097
1013709531,1076083
1013697411,1072096
1013585611,1072106
1013709501,1076085
1013697531,1072105
1013585581,1072121
1013708471,1076302
1013697441,1072120
1013585591,1072136
1013709561,1076090
1013698381,1072135
1013585461,1072154
1013705181,1076309
1013698331,1072153
1013585371,1072166
1013709511,1076091
1013698291,1072165
1013585501,1072176
1013703661,1076094
1013698361,1072175
1013585441,1072184
1013708191,1076313
1013698251,1072183
1013585331,1072202
1013708311,1076317
1013698081,1072201
1013585351,1072208
1013703551,1076100
1013698191,1072207
1013585231,1072218
1013705011,1076319
1013698091,1072216
1013584951,1072304
1013708151,1076333
1013699231,1072303
1013584961,1072310
1013709411,1076117
1013699341,1072309
1013584971,1072319
1013708161,1076335
1013699241,1072318
1013584821,1072325
1013703581,1076121
1013699251,1072324
1013584881,1072338
1013709241,1076123
1013699371,1072337
1013584901,1072350
1013707981,1076340
1013699141,1072349
1013584911,1072359
1013703491,1076127
1013699201,1072358
1013584681,1072374
1013709281,1076131
1013699121,1072373
1013584741,1072386
1013705151,1076343
1013699031,1072385
1013584751,1072392
1013708101,1076344
1013699041,1072391
1013584601,1072423
1013708111,1076350
1013698931,1072422
1013584561,1072431
1013704861,1076352
1013698921,1072430
1013584441,1072442
1013708051,1076354
1013698911,1072441
1013584531,1072450
1013708081,1076356
1013698731,1072449
1013584541,1072465
1013709231,1076143
1013698771,1072464
1013584481,1072474
1013709261,1076144
1013698861,1072473
1013584271,1072483
1013703471,1076147
1013698761,1072482
1013584371,1072486
1013703511,1076148
1013698801,1072485
1013584331,1072489
1013709161,1076149
1013698871,1072488
1013584381,1072492
1013709141,1076150
1013698811,1072491
1013584341,1072495
1013709131,1076151
1013698681,1072494
1013584291,1072501
1013708091,1076362
1013698591,1072500
1013584241,1072531
1013707891,1076369
1013698671,1072530
1013584171,1072537
1013707951,1076371
1013698631,1072536
1013584221,1072549
1013709171,1076155
1013698531,1072548
1013584081,1072561
1013703411,1076157
1013698511,1072559
1013584031,1072570
1013704991,1076379
1013698551,1072569
1013584091,1072576
1013707871,1076380
1013698561,1072575
1013593241,1072950
1013707571,1076435
1013702371,1072949
1013593351,1072953
1013707501,1076436
1013702471,1072952
1013593291,1072956
1013707601,1076437
1013702381,1072955
1013584731,1072371
1013709191,1076130
1013699211,1072370
1013593111,1072962
1013704561,1076438
1013702391,1072961
1013593071,1072965
1013708811,1076221
1013702431,1072964
1013593161,1072968
1013703061,1076222
1013702481,1072967
1013593081,1072971
1013704611,1076439
1013702241,1072970
1013593121,1072977
1013707541,1076440
1013702191,1072976
1013593131,1072983
1013708721,1076224
1013702201,1072982
1013593181,1072989
1013707581,1076441
1013702301,1072988
1013593091,1072992
1013707511,1076442
1013702251,1072991
1013593191,1072995
1013708751,1076225
1013702311,1072994
1013593141,1072998
1013708691,1076226
1013702211,1072997
1013593101,1073001
1013707611,1076443
1013702261,1073000
1013593201,1073004
1013708781,1076227
1013702321,1073003
1013593151,1073007
1013703101,1076228
1013702221,1073006
1013593031,1073010
1013703151,1076229
1013702271,1073009
1013593011,1073013
1013704571,1076444
1013702231,1073012
1013592991,1073016
1013704621,1076445
1013702281,1073015
1013593041,1073019
1013708731,1076230
1013702331,1073018
1013593001,1073022
1013707641,1076446
1013702091,1073021
1013593051,1073025
1013704541,1076447
1013702131,1073024
1013593021,1073028
1013704511,1076448
1013702041,1073027
1013592941,1073031
1013708761,1076231
1013702141,1073030
1013592881,1073034
1013707551,1076449
1013702051,1073033
1013592841,1073037
1013704581,1076450
1013702101,1073036
1013592891,1073040
1013708701,1076232
1013702151,1073039
1013592951,1073046
1013708791,1076233
1013702161,1073045
1013592901,1073049
1013704631,1076451
1013702061,1073048
1013592911,1073055
1013707471,1076452
1013702071,1073054
1013592851,1073058
1013704551,1076453
1013702111,1073057
1013592921,1073061
1013704521,1076454
1013702081,1073060
1013592861,1073064
1013703161,1076235
1013702121,1073063
1013592971,1073067
1013708821,1076236
1013702181,1073066
1013583701,1071997
1013709651,1076063
1013697831,1071996
1013583761,1072003
1013709661,1076065
1013697761,1072002
1013583721,1072012
1013703851,1076066
1013697851,1072011
1013583741,1072034
1013703861,1076072
1013697741,1072033
1013583601,1072082
1013708421,1076296
1013697611,1072081
1013585521,1072124
1013703711,1076087
1013697501,1072123
1013585531,1072130
1013702781,1076303
1013698371,1072129
1013585601,1072142
1013708211,1076305
1013698391,1072141
1013585651,1072148
